review_text,sentiment
Great shuttle for practice...... Lasting for 5 to 6 sets (heavy play),1
Good 🏸,1
Good one,1
Original shuttle.. timely delivery,1
Superb,1
Best king of king Shuttlecock,1
Bad quality. Suggested to low level players,0
Products delivered are good and within the time.Thank you Flipcart,1
I felt it authentic,1
Brand remain same. But awesome Delivery schedule,1
Poor quality shuttle head comes out easily.hopeless product very disappointing,0
Amazing genuine product at best price...go ahead without any further thought.,1
Good,1
Nice product ND nce delivery,1
Nyc,1
"While playing, going like a rocket speed to out of the  ground... speed of the cork is too high....",0
200 is almost same.,1
Good,1
"Good quality, value for money",1
Super,1
Nice,1
Good,1
Good,1
Super,1
Shuttles are not in good condition. Even after one game shuttle start to wobble and it doesn’t feel like mavis 350. Feels like a cheap knockoff of the yonex,0
Good quality,1
Quality  was  very bad thos time .shuttle became  useless with in an hour.very bad  all shuttles separated.  Never expected  from flipkart,0
Excellent quality shuttle,1
Product packing was good,1
Some shuttle having unbalanced flightRest good,1
Shuttles are good but easily gets worn out after 5 games.,1
Good,1
"Good and original ones....can understand the higher price due to the current demand. But, the price is still less compared to retail outlets in the city",1
Worst shuttles.. Started wobbling in first game itself..  DO NOT BUY,0
Awesome,1
Amazing product❤ Fully satisfied! I love you flipkart marry me🙆🏻‍♂️,1
"Slow shuttle ,old material Only for kids",0
Good shuttle for outdoor long lasting,1
Very good,1
Super quality,1
Nice,1
Superb fresh article.,1
Really good product. Yes really 350 nylon shuttle,1
It's original one,1
Good,1
Fast Delivery ThankQ..,1
Received good quality product,1
Nice,1
Not good,0
Good,1
Good product,1
Nice,1
Good quality,1
Good product,1
"Great experience with this product , Worthy",1
Super,1
Good product,1
Nice,1
Very nice it withstands so long compared to Mavis 10 or mavis 200i. Anyone can choose this one for long durability.,1
Nice,1
Good..,1
All the shuttle were defective,0
Delivery boy good work,1
Original for sure!!,1
Its not good quality,0
Good Shuttle!!,1
Excellent,1
Good packing and quick delivery from flipkart. Drawbacks are price is high.,1
Good,1
Good,1
Original Mavis 350 shuttle with nice packing and quick delivery.,1
Nice ... completely genuine 👍👌🙂,1
Superb quality. super fast delivery,1
Prompt delivery. Product is good.,1
Nice product,1
good qlty,1
Bad Shuttle and bad quality....it is for kids only,0
Good one reached in time,1
Thank you for Timely delivered. Item was in good conditions.,1
I like this seller he given best price,1
good and fast service,1
Excellent Product!,1
Good product,1
Vry nice product... Lov it,1
So bad,0
Good,1
Good,1
Super 360 is great👍👍👍👍,1
Nice product,1
Good,1
Good,1
Very nice and durable shuttle I have come across,1
👍good one,1
Nice,1
The product is original and packing was good. But yonex shuttle have become expensive,1
Worst product i received...damaged in one game and received horrible one,0
Nice but slow,1
Its value for money and most importantly it's original,1
Awwssmm,1
Very bad quality.it is not look like as branded,0
good,1
Good Quality of shuttles and quick delivery by Flipkart delivery boy.,1
Good quality,1
Bad quality product,0
"This is the second box I have received, they are not long lasting if you are getting this in 900 rs range.just check the mfg date before purchasing.not sure about the quality.Durability of the original ones are better than what I have received.",1
"Local brand, shuttle got damaged in two days all 6 pieces",0
Bad quality,1
Good product,1
Delivered in time. Good packing.,1
Amazing product by flipkart 👍😊😊,1
Few shuttles have stain in shuttle head..,1
Supwr,1
Nice shuttle,0
Super,1
Excellent performance,1
Good quality,1
Low quality...,0
Nice,1
Good Mavis 350,1
Simply Super,1
Good,1
Good products original shuttle,1
worst,0
Its the original produt im getting at good prices compared to offline stores,1
Superb,1
Ok,1
Excellent,1
Good,1
Good,1
Super,1
Good,1
Good,1
Good,1
Recieved  Original product...,1
Nice product,1
Deliever fast.,1
It's good,1
Excellent products,1
This product is very attractive and amazing,1
Good,1
Super,1
Nice one,1
Nice,1
Nice product,1
It's amazing 😍,1
Shuttle is very slow compared to white mavis 350,0
Very good,1
Bad quality,0
Ok,1
Best shuttlecock at best price,1
Nice,1
Original product . We want many more so please maintain the quality,1
Gd.product,1
nice work,1
Good,1
very good,1
Excellent,1
Very good,1
Nice,1
Super,1
Product was delivered in good condition,1
"Not good,",0
Awesome product ❤️,1
Genuine,1
Assume,1
Great,1
Super,1
Very nice,1
Good,1
Thanks flipkart,1
See the quality is good but the price has become too high so i gave 1 star,0
Ok,1
Super product,1
Happy,1
4 damage piece,0
Not get right box,1
Good,1
Nice,1
Quality is perfect as mentioned,1
It’s a original product,1
Good,1
Nice,1
Good💖,1
Superb👌👌,1
Very Good product.,1
Excellent,1
Best quality,1
Nice shuttles...,1
Good product 👍,1
Good,1
Really good. Thanks,1
Good & fresh shuttle,1
It's good,1
Very good product,1
Very durble shuttle...,1
Good quality,1
Super,1
I love the shuttles... it was really good and durable...,1
It's been very good,0
Good,1
Very nice plz maintain 899 price thankyou,1
Very good item are received Happy for that,1
Thanks,1
Good Quality,1
Best shuttle under 900,1
Very nice,1
Shuttle quality is good but packing is not good,1
Very good,1
Very bad,1
Happy,1
Thanks for quick deliveryOriginal product,1
Good purchase. Genuine product. Fast delivery. Thank you,1
"Not durable,broken easily and not cost effective",0
Very nice,1
"Not durable, 1 shuttle lost every 8 matches.Edge gets cut. Base is also cutting 🥺🥺",0
The quality of the shettle were not good as excepted,0
Genuine product,1
Good and original product,1
Long lasting,1
Delivered on time and delivery executive is so Pro active. He delivered to security when he sensed am in the meeting .. thanks to such guys,1
Don’t buy the product is very bad got bent after few days of using it,0
Bed,0
Excellent product must buyValue for money Long lasting,1
Good products and i played with itI prefer to buy this Only,1
Useful,1
Nice,1
Awesome,1
Totally disappointed local plasticPlease don't buy,0
Nice original product,1
Product was not good,0
Super,1
Good,1
Gd,1
Good Product,1
Good may god bless you my child,1
Its really good,1
Super.mavis.350.thankyou.flipcart,1
Nice products,1
Good,1
"Nice , comfortable for playing, compare to 200i, this is the best",1
Long lasting good quality,1
Good,1
Good product,1
Absolutely genuine shuttles. They last very long and are strong. I loved it... Very worthy for your money.,1
Nicely sealed box and looks genuine,1
Not as real mevis 350,0
"Low quality product, one shuttle starts tearing up after 7-8 games.",0
Ok,1
Nice n original product,1
super go for it,1
Awesome 👍😎,1
Worast quality..very bad,0
Quality product. Value for money,1
Good product,1
Gud one..Thxx Flipkart,1
Good performance,1
Best👌,1
Very Good,1
Best shuttle 👍,1
Very nice,1
Good,1
Good shuttle,1
Ok original product...,1
worth to money,1
Good,1
Super,1
As usual,1
Perfect quality,1
Thanks seller I got replace orignal product as required.,1
Best product,1
Good quality..durability is also more..,1
Liked it,1
Shuttle is very slow,0
Good,1
It is worth the money we spend to buy it .....good quality 👍,1
Good product 👍,1
Nice,1
I love it,1
Good,1
Price is too high and low durability Got Damaged after 1 day,0
Nice Product very good for playing and it can survive up to 3 days in normal playing condition.,1
Low quality product send . The shatels are broken when I played 2 games only,1
Good product,1
Good,1
Brilliant,1
Awesome Product & Delivery is Superb,1
"Even it's green cap, the shuttles are toooooooo slow",0
Good,1
Good,1
Good quality,1
"Quality concern,very poor poor quality i ll not recommend to buy",0
Nice,1
As expected it is Mavis-350. I liked this one,1
Thank you so much,1
Average praduct,1
Some of the shuttles are very fast no drift at all worst purchase,0
Good,1
i was really surprised with the speed of delivery...got the product in less than 12 hours...full 5 stars,1
Super... thanks Flipkart,1
Cork is not worthy. Quality is too poor.,0
Original ptoduct.I m happy with that.ty flipcart.today I have just received the item and it seems superb.after playing with the shuttle I will post more review whether it is genuine or not.,1
Super,1
Good job. Reached my purchase. 3 Before the delivery date. Keep it up,0
Good,1
Damage  product given,0
good quality,1
Good,1
Price to high,0
Nice,1
Good shuttle,1
Good quality product,1
Good,1
Item was not upto the markShuttle demaged only in 2 days i think stock was not new manufactured 2 or 3 yearsback,0
Smart buy at only 809..,1
This is not mavis350 slow.. the feathers are rough.. and shettle flies outside the court easily. Can't play the proper game..,0
Thank you flipkart for arranging the replacement. I am upgrading the stars. But please ensure that such incidents doesn't happen again.,1
Good quality,1
Always better this shuttle,1
"It's a good Shuttle for Outdoor.We are always playing with Mavis 350Great Shuttle but "" white is better than green "" 👍",1
Genuine Yonex shuttle. Verified the code on sunrise website.,1
Good,1
Super quality and good durability,1
excellent,1
Very good and thanks,1
It is good,1
Excellent,1
Good,1
The shuttle speed was lower than anticipates as compared to the normal ones brought from the store. Complete waste of money.,0
Perfect,1
Excellent,1
Very good quality,1
Damaged products..,0
Poor quality don't buy this,0
Nice product and timely delivery.,1
Damaged very quickly.Played hardly for 02 matches per shuttle.,0
This product is good,1
Orginal product👍👍,1
Value for money,1
Go for it...,1
Good,1
Not good,0
𝙊𝙪𝙩𝙨𝙩𝙖𝙣𝙙𝙞𝙣𝙜,1
Favorite for ever,1
Nice,1
Good,1
good and durable for smashing,1
Awesome product,1
Waste of money,0
NYC products,1
Good,1
Price to high,1
Good product,1
Ok,0
Best quality,1
Nice,1
Its  tooo bad   quality .its  just running  2  to  3  days only,0
Yar suttle is very good but the price is to high for normal student,1
Not up to the mark,1
Very good excellent,1
Ok,1
Mmm....ok,1
It's a very good product,1
Got genuine product. Even the import stamp says December 2020. Even when there's a shortage of these shuttles import.,1
Good quality delivered within 72h,1
Nice n genuine product,1
NYC product,1
"Good, compared with other shuttle",1
Waste for money,0
Excellent flight and carry. Good for practice.,1
good,1
Good morning,1
Not good product.... Old product.... Faced lots of problemsNot expected such type of problems,0
Very good quality product,1
Good quality 👌,1
No problem its looking like good,1
"Gud product, all shuttles are brand new",1
Great!!,1
As expected product.,1
Definitely a original product as we got fooled by our locals,1
One of them is broken.,0
Good but very costly,1
100% original,1
Good,1
good,1
Always best as usual,1
Very nice,1
Bad product. I got two days durability,0
Perfect Shuttle for beginners and intermediate players.,1
Stick only 2days# Shuttle.,0
Slow in speed but very nice,1
Good quality 👌,1
Always awesome product 😎 👌 😘❤,1
Awesome Product,1
Not durable,0
Great value for money.,1
Very nice product superrrrrrr,1
Quality good..,1
"very old product, very bad quality, broken just in one match, the one I bought from market was good but brought from flipkart is very bad.Never ever buy these shuttle from flipkart.",0
osama,1
Wow . Super super super,1
delivered on time...value for money....go 4 it.,1
Spr,1
Good,1
Supreme,1
Each one 150 costly game,1
Damaged item,0
good,1
Very good item,1
good quality,1
Good....No choice,1
"Good one, Orginal product.",1
Wonderful,1
It's very good quality product...,1
Great,1
Good,1
Super,1
"The quality of this shuttlecock is not good. After 5 to 6 games, the skirt damage and it become unbalanced and unplayable.",0
Very good shuttles...👌,1
Item  is  note  same  quality,0
Super,1
"Good, as expected.",1
Bad...products..,0
the shuttles failed miserably...one miss hit to the shuttle skirt and it broke from bottom core…,0
Very bad,0
In some one there is a small small hole in shuttle,0
Not good,0
Good,1
Accepted,1
Very good....,1
Original Good quality,1
Good product,1
Atom is missing,0
good product,1
Nothing is better than this....,1
Quality is going down day by day,1
Good,1
Loved it,1
Nice product,1
Great,1
Very nice product,1
Good,1
Original product. Got it fully packed with yonex hologram. The quality of the product is relly nice.,1
Good. But a bit costly this year.,1
Good,1
Good,1
Awesome,1
Great purchase,1
"in this roll only  5 games it will  tear, all the way, pls provided  original quality.",0
Best product,1
Bad,0
Good,1
Nice shuttle and base is too good,1
Good Quality,1
Excellent shuttle for outdoor play.,1
Fine quality,1
Good product,1
Good,1
Very poor quality.,0
Genuine product received,1
According to the price Quality is good,1
"Original, quick deliver. Satisfactory buy",1
Good product,1
Good product,1
Super 👌,1
"Really good, Durability is good compared to buy in Amazon. Really I don't know what is the difference.But good.. Thank you flipkart",1
Quality not good,0
Very Nice Product,1
The delivery was quick and absolutely the packing was nice and quality was excellent.,1
Quality very poor duplicate product,0
Gud product,1
3 out of six shuttles are not good,0
Worrest product,0
Good,1
Superb product,1
The best for badminton preparation,1
Good,1
Overall good.,1
Good,1
Good,1
Just good,1
Good product,1
Nice,1
Nice 👍👍👍👍,1
Awesome,1
Best quality original awesome 💓,1
Nice,1
Nice product and it's original,1
Seems like the shuttles were in store from quite long time. Cork became so hard that 3/6 shuttles survived only 1-2 games only. Totally dissatisfied.,0
Good,1
Good,1
"Worst Shuttles received,pls check once you received whether those are new stock or old.",0
"Good product,  on time delivery",1
Nice Product,1
Poor quality of shuttle,0
Good quality. 1 shuttle last upto 3-4 days as we play for 1.5-2 hours daily.,1
Super quality,1
My mom liked it very much ❤️♥️♥️,1
Perfect,1
Good,1
Nice,1
Quality is not good,0
Good for outdoor game,1
This product is good but return and replacement policy is bad,0
Speed is fast. So waste my cash,0
Nice one and on time delivery happy ☺️,1
nice,1
Nice product,1
good product,1
Worst shuttle,0
Some coke are never use for long run,0
Feather Quickly damage ( maximum 4-5 days ),0
Very good product,1
Its better for professionals,1
Received original m 350 shuttle cork..thanks,1
Bad,0
"Bad experience. Mentioned slow shuttle, but actually it's very fast. Not at all good for the game",0
Good,1
Its real worth and good,1
"This yr 350's durability is so bad. I am disappointed,,😌",0
"I was using cheaper shuttles before, which barely lasted a week. Then I thought, it's enough, I'll make an investment this time around and buy the good ones for once. I almost play every evening with my brother for more or less, 45 min .......The first one has lasted me for 2 months and is still holding up well. You can go for it. Iam vouching for its longevity and quality.",1
VERY NICE PRODUCT,1
Super Product,1
Good quality as expected,1
Good,0
"Good quality, thanks",1
Super,1
Worst product base of every shuttle came within 3-4 games of playing,0
Good,1
Very nice,1
Best products,1
V. Good,1
Very bad low quality product,0
Super,1
"We used to break 1 feather shuttle everyday, this shuttle took one week. We used to play with RSL #4, dint find much difference between these 2 shuttles while playing.We'd also played with Mavis350 green cap shuttle, it used to feel little bit heavy and felt jerk while playing shots.",1
It's my all time favorite,1
Good product supper,1
Cost is increasing day by day like gold rate......,1
Quality of the shuttle is very good and durable.,1
The shuttles delivered are of decent quality.,1
Good,1
"Not satisfied, its not like original",0
This product is excellent 👍👍,1
Good,1
Life time of the shuttle is less but u can play a good game,1
Very good,1
Good,1
Worst,0
Good product,1
Flight is good but it doesn't lasts long.Durability is very poor,1
Very great product,1
the quality of product was  very bad  .this is nt yonex mavis 350.you guys are cheating us .plsss dont buy this product .,0
Superb Product. Received as expected and on time.,1
"Don't buy, shuttles are very slow.Not worth money",0
Durable. Economic and very good.,1
Awesome,1
Good,1
Best. Ball,1
Good,1
Good,1
Awesome,1
Good,1
Excellent product it's better than what I'm accepted 😊,1
Awesome product,1
Original product,1
Good,1
Nice,1
Good product,1
Delivery was fast and awesome,1
Good quality.   Valuable price,1
Super product,1
Great product for beginners/intermediate players. Good quality. Really satisfied.,1
Good quality and durabilityIs lasts upto 10-15 games while playing in doubles,1
Nice,1
Nice,1
nicely packed and welly delivered loved it....all shuttles are in good conditions.,1
Good,1
Good Quality,1
It's good original product,1
Good,1
Bad quality,0
Very poor not even 1 set i can play with 1 shuttle. Too much worse product,0
2 shuttle damage in time play,0
Good quality....,1
Good,1
Amazing,1
Good product and quality also,1
It's really disappointing 😞 . 1 shuttle lasts only for 4 to 6 hard practice matches instead of 10 to 15 practice matches. Very poor.,0
Very good product. Durability is good,1
Nice product,1
It is slow good for playing outside in open court,1
Good,1
Good,1
Superb,1
Nice product,1
Good quality,1
Super producy,1
Good,1
Superb...,1
Very nice,1
Awesome product by Yonex.,1
Awesome productGenuine,1
very bad very fast poor,0
Nice and light to play,1
It's very bad product. All Shuttle are very low quality,0
Nice,1
"Super product , I bought and use this product green 75  slow ...... Good product for out door playing.....",1
good quality pruduct good to play,1
Good Product,1
Super product,1
Good product thanks to flipkart,1
Must buy,1
"Very good product , good platform for shopping and good quality .Thank you very much.",1
Very nice,1
Best quality,1
"2 shuttle Were already damaged before even playing , Bottom side of the shuttle was cracked.So  Buy it from. Shops where you can Check the shuttle before purchasing.",0
Dont buy.  I got used shuttles,0
Very good,1
Love you,1
Gd,1
Go for it,1
Nice product,1
"Genuine product, verified positively on sunrise tnt. Best shuttle for regular play and cost effective due to its durability.Also, the life of shuttle depends on how less it is mishit, so if shots are better the shuttle will last longer",1
Great product as usual,1
"Long lasting and best shuttles,Much more better than expected,Thanks Flipkart..",1
Best deal##,1
Good for health....try it....,1
Waste product. This very fast shuttle. Vendor cheated,0
Superb,1
Nice,1
Quality is good and the product is same how i expected. If we play properly then each shuttle will come for a week. Depends on how we play the duration may change.,1
Perfect 👌,1
Good one and timely delivered.,1
Good product,1
Excellent qual,1
Nice one must buyDont play in wet places,1
Nice product. Great for play,1
Great and original product with fastest delivery within 2 days,1
Very good,1
Very good products,1
Very good product and quality is perfect,1
Perfect 👌👌👌.Plzz buy this product ☺️,1
Good,1
expensive,0
Good quality,1
Very poor quality,0
Nice,1
Genuine product,1
Super,1
Good,1
Poor quality...,0
Good,1
Always good,1
Some of these has been broken quickly sometimes,1
Nice,1
Total disappointment.. only 2 match came and then it's tear,0
Good Quality,1
Its quality is very cheap and it is not a value for money product,0
Awesome purchase.  Mind blowing,1
Super quality is good,1
Good product,1
Good product.,1
It is not durable. I just hate this product,0
Good,1
Good,1
Nice,1
Good one it can be used outside for playing meet the price.,1
Good,1
Very bad quality,0
Nice product,1
Very fast delivery within a 2 days,1
Old stock delivered.. 🤐,0
"I feel cheated, this time Shuttle doesn’t seem to rotate easily.",0
The quality was not good it got broked in just 5 days so in my opinion it was not worth it.,0
Good product,1
Good product,1
really good,1
Good product,1
Perfect shuttle,1
Out of 6 shuttle 4 of them are low quality. Not getting good shuttle.,0
Good one,1
Good,1
It's Very bad product,0
Useful,1
Was little heavy...or fast,1
I received the product as per descriptionGood seller,1
Excellent product,1
Don't Hesitate.. Superb Quality for Junior Professional 100 star..,1
Good quality,1
Good one,1
Super good one.,1
Thanks,1
Well,1
Nice,1
Very bad product,0
Awesome product,1
Light weight and not durable,0
Nice,1
"It's my choice....if you want best shuttle then go for it,long lasting ND it's only for professional Smashers...",1
The shuttle was too good,1
Nice,1
Good,1
This product was cheap and copy product,0
Bad quality,0
Nice product,1
Very bad the quality is very poor,0
Original product. Verified on site.,1
As expected from Yonex Mavis 350...Thanx Flipkart,1
Great for outdoor also,1
Excellent,1
Original product,1
Superb..👍👍,1
Nic shuttle cork,1
Super,1
Local totally burst,0
Good quality product.,1
"I got this for 656 but seemed a fake product as the shuttle was not sturdy compared to other people who were using the same Mavis 350 green cap, disappointed with the purchase.",0
Bad,0
Good product,1
Good quality,1
Flight is good... using regularly... perfect in indoor...no issue..best in market,1
Good,1
v good,1
Thanks flipcart. I got the original product,1
As usual nothing to say about the quality of this product. I buys one pack in every month. Highly recommended for intermediate players.,1
Very nice Shuttle 😄🙂,1
Great,1
Good product,1
Supper,1
Nyc product... thank you so much Flipkart,1
very good quality product,1
good,1
Its a good quality product.. must try,1
Its normal and cool,0
One of the Best But some shuttles are bad they are not properly attached,1
Nice,1
Shuttle good and price is to good compare. To market,1
Nice product,1
Flipkart proudak is very Good quality...!!  I Like it...,1
Very good,1
Good quality,1
Good product 😃,1
Bad shuttle,0
Now a days mavis 350 have low quality..brocken the crok after two matches..most of the cork in the box are useless.. bad product.. please improve the quality as the old..,0
Nice,1
"Nice product , Thanks to flipkart",1
nice product,1
Excellent product recived by seller and gret dilivery by flipkart,1
NYC,1
Superb product,1
Good product. Correct speed,1
Super,1
Most professional shuttle,1
Coke is not as per original...cannt play more than 5 days ... quality is not good ...,0
Good,1
Got as described.,1
Value for money,1
Super product,1
Very nice,1
Best Quality products,1
Supr quality,1
Very good..,1
Good product 👌,1
Good quality,1
Good one.,0
Quality  is not good,0
good product,1
Blindly we can go for it for indoor and outdoor,1
Really nice product for me,1
Good,1
Superb quality,1
The bottom sole is very hard.,1
Not bad,0
Better than Yonex Mavis 200i,1
Good product,1
Best,1
Good shuttle forever.....,1
"Good, got below market price.",1
Excellent quality!,1
Original product,1
"Yonex is Yonex , no comparison , good service and timely delivered",1
Good quality product,1
More gap between fork and feather,0
One of the six shuttle was damaged.Bottom part of the shuttle got separated.,0
Super,1
"I ordered two boxes one is good but in other box 4 shuttle didnt spin well , so go its not good experience to purchase boxes online",0
Good qulit better emporve to qulatiey,1
Delivery was good and product is excellent.,1
Very nice product,1
Very good,1
Great and perfect with no defect,1
Niceee,1
Good Product,1
It was not the same shuttles ordered before. Tags are fine but weight and quality are worse. Wasted two weeks using those,0
Original product received before time.,1
Its is fabulous 🙂🙂🙂 go for it....,1
Always great fun to play with 350s,1
Perfect and orginal product delivery,1
Unexpected price .. thanks flipkart..??,1
Recommended,1
Weight is little light then expected,0
Good,1
Very nice,1
Good,1
Besttt,1
Nice,1
Simply super,1
Best for the price,1
Good product,1
Good Product,1
Very bad product.i think it's local made.quality of wood is very poor,0
worth,1
"Pretty good. Been using it for a month now, it's really durable.",1
"Nice ., long lasting",1
Super product,1
Good,1
Awesome,1
I bought it for 419 in flipkart I totally bought  7 with that price,1
Good,1
Nice,1
Great i need this long durable,1
Thank you,1
Nice product,1
Good quality,1
As per my expectations,1
Excellent....,1
Nice product.,1
Up to the mark,1
Excellent got it for 420 during bbd.,1
100% Original productThanks Flipkart 🔥,1
Good,1
Good quality,1
Nice,1
#Very bad all shuttle damaged in 2 game,0
Awesome product,1
Excellent packing and on time deliveey,1
Nice product...,1
Amazing,1
Good one,1
Slightly seep,1
Nice,1
"Nice,with better strength.u can pay or practice what ever u want",1
nice one,1
Nice,1
Mast quality,1
Bad product,1
Awesome,1
"Nice packaging , quality product.",1
Verynice product,1
It is super product 👍👍,1
Always damaged,0
Good product,1
"This shuttles are really good for the intermediate players, have good durability and strength.",1
Worst .. I have never used such waste Mavis 350 .. all 6 corks are rotating.. We trust you so please sell decent ones ..,0
Good quality,1
Super,1
excellent product,1
"It's good,original genuine yonex Mavis 350 slow product,..",1
dadly bad product,0
I happy,1
Good quality...,1
Already used it.,1
3rd class quality of shuttle.Not upto expectations.Shuttle breaks in less than 2 days.,0
Very good,1
Original quality,1
I am playing at outdoor all six balls are not a original very less weight just 6 to 8 games ball fully damage,0
Good,1
Nice one,1
Super,1
Valuable product. Worth for the money. Good quality shuttles. My personal opinion is go for it..each penny is valuable.,1
Ok,0
Super,1
Bad quality,1
as expected. Durable for 10 or more games,1
Excellent product and very good quality,1
Yeah genuine product for sure,1
Perfect and highly recommend,1
Good product,1
Good for the bug's,1
Very good shuttle.,1
"They really are durable , I tried a lot of shuttles from Li ning , Cosco and even from yonex but this one is most durable of all but a little costly. Go for it if they are in your budget.I forgot to add , I got it for around 700 so it was nice for that price",1
Good,1
Super,1
Yonex always a great one and own our hearts,1
Worst packing all shuttles are damaged,1
Waste of money,0
Good,1
Very good,1
Product is good and genuine.,1
Super,1
Good,1
Price  very good,1
Nicr,1
Good product recommended for purchase,1
Good value for money,1
"This is best , 100% paisa wasul.",1
Good,1
Too much costly looking for alternative,1
Ok,1
Good,1
Now bed,0
Good product,1
Nice product,1
Super💞💞😍,1
Nice,1
Nice,1
Supper,1
It wont last in outdoor courtI prefer mavis 10👍,0
BEST PREFERENCE Original yonex and best quality.,1
Very bad product waste money,0
🖤lovedit,1
Good,1
Nice 👌 worth the money,1
Good product,1
Ok,1
Value for money shuttle,1
They are good . The market price is 840 but I got it at 650 . Nice buy,1
Nice product,1
Medium quality..,0
I got used product in this purchase.....,0
Ok,0
The product is very good . And the delivery was on the time .It only take 2 days,1
Awesome products,1
Very good,1
The product is original . Recieved one day before estimmelivery time . Delivery boys' behaviour was very good .I have purchased it for 689,1
First look   and first taken corck is good...  balance shuttle on the way....  better shuttle.....,1
Well Packed and very quickly delivered. Quality of the product is too good as expected.,1
2 corks r slightly damaged but others r okayWorth to buy,1
Good one,1
Delivery is fast and good.price is too much,1
Perfect and original,1
Great product  and delivery,1
It seems ok by looks. I would rewrite after using whole 2 tube of shuttle.,1
Nice,1
The very first use the Cork become loose from the skirt,0
Very well shuttle,1
Good Quality  I am satisfied this product,1
Nice product. Original product.,1
Excellent,1
This Mavis 350 is indoor purpose good and outdoor players also uses when no air is there in playing time Ok good  product 👍,1
Supeb,1
Green cap,1
Nice,1
Nice product,1
good,1
"A good quality product, all the 6 shuttle are looking perfect without any defects. Using it from past 7 days and still even after many smashes and so many hours of play shuttle is holding its shape properly.",1
Good for indoor and outdoor as well,1
Just love it,1
Genuine product,1
Good product,1
Super,1
Very nice,1
Good,1
Nice,1
Dont buy local shattle second qualityFlipkart cheat me,0
Good original product...at low prices.. thank you,1
Thank you very much for timely delivered,1
Amazing,1
Superb,1
Product is good . But I'm disappointed with flipcart because the delivery man is taking extra charges during cash on delivery,1
Nice,1
"this product is very good for practice, but don't compare to feather cork.",1
Quality is good,1
This product is good but more lite requared.,1
Super,1
Nice product and good service,1
Good quality,1
Good quality,1
super,1
Super,1
God quality and good response.,1
Best Prise,1
Super. Produced..,1
Taken 2 weeks time to deliver the product. Product is not upto the mark. Don't buy,0
Best Balanced Shuttle...,1
Its good ...,1
The best,1
Good,1
Very good product,1
Nice shuttle,1
Better,1
Good..,1
Nice one....,1
Excellent product .. fast delivery,1
Nice,1
Nice 👍,1
Good,1
Superb,1
Go for it,1
Better quality than any other,1
"All good, light",1
Good Quality.,1
Nice product,1
Shuttle are really slow and better for playing at indoors,1
product is original,1
Nice product,1
Very good product,1
Good,1
Good,1
good,1
Good quality product worth of money,1
HUMBLY THANKS FOR THIS COOL PRODUCT,1
Best In Range,1
This shuttle is break very fast It is not better then  Mavis 200i,0
Tnq for fast delivery and exact product,1
Excellent,1
"Ordered for slow, but all the shuttles are too fast, disappointed this time. Moving forward will see alternative.",0
Good durability and fast recovery,1
Good,1
worst quality,0
Good product in quality and for practice. Each shuttle will work for min 10-15 days if you are playing intensively.,1
Good shuttles,1
Super Quality,1
Good.,1
Nice product,1
good prodact,1
Good enough,1
Good item,1
Nice,1
Very pooor quality. It's already finished a box in 2 days.,0
"Nice shettles,maintained quality till 15 matches,i think it can maintain its quality up to 30 and contineous,totally a good product,thanks to flipkart and the seller.....",1
Nice shuttle,1
very good product,1
Original items,1
As per expectations... I was lil hesitant buying online but great experiance... genuine product..,1
1 Number Product,1
Yonex is always my first choice.,1
Good quality,1
The best quality product from Yonex...,1
Bad quality,0
Very bad product...Got damaged within a return period!!!And also not played heavily!!! worst from Flipkart,0
Very worst product,1
"Very bad quality, playing only 3-4 days damaged.",0
Average quality. You can palay 5 to 10 game roughly.,1
Good one,1
Nice,1
Good choice,1
Worth the amount invested. Great quality product,1
Superb collection,1
Too good to play,1
Good shape,1
Good product,1
It is good quality,1
Great product,1
Super,1
Nice....,1
"Original product, graet , felling very ,Happy.",1
Awesome,1
Good product from yonex,1
Excellent product and worth the price,1
Genuine product at a subsidised price. Thank you Flipkart,1
Good,1
Good,1
good quality,1
Super,1
"Really nice shuttles. Almost one and a half months have passed and we are still playing with the first shuttle we took out of the box, with light hitting of around 1 hour daily.",1
Nice,1
I need more slow,0
Nice one 👍,1
Good  product,1
Good,1
V good,1
Good quality shuttle at a good price...,1
Go for it ... highly durable ....quality is good ...,1
Very nice product,1
The best available in market.,1
Slow,0
Nice one. good packaging,1
Super,1
Good quality products,1
Very good,1
Go away,0
Best in the business. One shuttle lasts for at least 40-50 hard smashing matches . Even after that the shuttle remains in one piece and you actually change it for rectifying some balancing issues.,1
Nice,1
Really amazing,1
Super and very nice 👌,1
Fabulous slow shuttle best in this category,1
Excellent,1
Superhit product& superfast delivery by flipkart👌👌 100/100 for very nice experience,1
Super,1
Good,1
The quality is very good and i recommend it,1
Good,1
Just got within days of order.  Quality is very nice.  Blindly buy it,1
Super,1
Super good,1
The product is very good and the shuttle is same as Mavis 350 of green color. Awesome product and I loved it very much. One negative is that it sometimes gets disappear in white LED light while playing but it is of the same kind of green one.,1
Nice,1
Good,1
Super,1
Excellent,1
Very nice product n delivery  is very fast,1
Good product,1
"Good shuttles, excellent for indoor and windfree outdoor badminton games.",1
Awesome,1
Shuttles are genuine. You can follow steps to check whether it is genuine or not.,1
Good quality,1
Good product ?,1
To good quality thanks flipkart,1
Superb,1
Nice,1
Nice,1
Gr8 product,1
"Good product,, Better quality .... 4/5",1
Hyper delivery  with good quality packaging and quality nylon shatila,1
